SPGTable,,,,,,,,,,,,,
Entity Name,Entity ID,Exchange,SP_SECTOR,Market Capitalization ($M),CIQ EPS Est - # of Est (actual),EPS_FY+1_Current,EPS_FY+1_1M_ago,EPS_FY+1_3M_ago,EPS_MEDIAN_EST,EPS_HIGH_EST,EPS_LOW_EST,EPS_SURPRISE,AS_OF
SP_ENTITY_NAME,SP_ENTITY_ID,SP_EXCHANGE,,SP_MARKETCAP,SP_EPS_NUM_EST,,,,,,,,
,,,,Current,FY+1,,,,,,,,
"M/I Homes, Inc. (NYSE:MHO)",4006323,NYSE,Consumer Discretionary,"3,494.62",3,13.96,13.96,16.21,14.16,14.61,13.10,-9.07,06/03/2026
M&T Bank Corporation (NYSE:MTB),100253,NYSE,Financials,"31,358.59",17,18.76,18.76,16.63,18.70,19.35,18.02,1.74,06/03/2026
"MACOM Technology Solutions Holdings, Inc. (NASDAQGS:MTSI)",4972396,NASDAQGS,Information Technology,"15,565.73",15,4.47,4.47,4.22,4.45,4.71,4.36,0.00,06/03/2026
"Macy's, Inc. (NYSE:M)",4004104,NYSE,Consumer Discretionary,"4,857.68",13,2.20,2.19,2.16,2.18,2.41,1.95,10.92,06/03/2026
Madison Square Garden Entertainment Corp. (NYSE:MSGE),110708330,NYSE,Communication Services,"2,781.55",6,1.21,1.21,1.72,1.24,1.31,1.04,-16.30,06/03/2026
Madison Square Garden Sports Corp. (NYSE:MSGS),4602187,NYSE,Communication Services,"7,541.88",4,-0.19,-0.19,-0.42,-0.18,-0.01,-0.39,22.50,06/03/2026
"Madrigal Pharmaceuticals, Inc. (NASDAQGS:MDGL)",4972481,NASDAQGS,Health Care,"9,929.11",4,-5.73,-11.43,-10.38,-6.31,-0.60,-9.70,-11.37,06/03/2026
"Magnite, Inc. (NASDAQGS:MGNI)",4274604,NASDAQGS,Communication Services,"2,021.10",9,1.06,0.88,0.88,1.07,1.23,0.87,-1.14,06/03/2026
Magnolia Oil & Gas Corporation (NYSE:MGY),6676360,NYSE,Energy,"5,285.38",18,1.70,1.54,1.79,1.76,2.42,1.18,-0.57,06/03/2026
Main Street Capital Corporation (NYSE:MAIN),4160255,NYSE,Financials,"5,169.31",7,4.06,3.96,3.92,4.06,4.10,4.04,-0.50,06/03/2026
MakeMyTrip Limited (NASDAQGS:MMYT),4913670,NASDAQGS,Consumer Discretionary,"4,944.48",4,0.33,0.33,0.59,0.35,0.37,0.25,-4.60,06/03/2026
"Manhattan Associates, Inc. (NASDAQGS:MANH)",4553149,NASDAQGS,Information Technology,"9,123.76",12,5.22,5.22,4.98,5.20,5.38,5.10,1.61,06/03/2026
MannKind Corporation (NASDAQGM:MNKD),4811695,NASDAQGM,Health Care,804.14,8,-0.01,0.11,0.12,-0.03,0.24,-0.22,-81.82,06/03/2026
ManpowerGroup Inc. (NYSE:MAN),4185702,NYSE,Industrials,"1,350.81",11,3.75,3.72,2.87,3.67,4.31,3.39,3.48,06/03/2026
Maplebear Inc. (NASDAQGS:CART),5249016,NASDAQGS,Consumer Staples,"9,162.62",28,2.38,1.79,1.80,2.36,3.11,2.02,-10.61,06/03/2026
Marathon Petroleum Corporation (NYSE:MPC),4136924,NYSE,Energy,"65,220.10",17,13.88,12.84,10.42,13.28,21.80,9.53,13.59,06/03/2026
Marex Group plc (NASDAQGS:MRX),4853792,NASDAQGS,Financials,"2,557.47",6,4.30,3.90,3.90,4.38,4.50,3.71,2.31,06/03/2026
Markel Group Inc. (NYSE:MKL),4051039,NYSE,Financials,"24,933.51",4,115.02,120.06,104.85,114.17,122.20,109.55,7.71,06/03/2026
MarketAxess Holdings Inc. (NASDAQGS:MKTX),4064525,NASDAQGS,Financials,"6,615.89",11,8.19,8.12,7.42,8.25,8.44,7.78,0.68,06/03/2026
"Marqeta, Inc. (NASDAQGS:MQ)",6507941,NASDAQGS,Financials,"1,717.39",11,0.02,-0.04,-0.04,0.02,0.03,0.02,25.00,06/03/2026
"Marriott International, Inc. (NASDAQGS:MAR)",4046286,NASDAQGS,Consumer Discretionary,"85,802.00",24,11.54,10.11,10.12,11.50,12.00,11.36,-0.89,06/03/2026
Marriott Vacations Worldwide Corporation (NYSE:VAC),4981115,NYSE,Consumer Discretionary,"2,418.54",8,7.78,6.89,6.89,7.70,9.09,6.87,3.92,06/03/2026
"Marsh & McLennan Companies, Inc. (NYSE:MRSH)",103442,NYSE,Financials,"88,633.47",22,10.37,10.38,9.60,10.40,10.56,10.12,1.46,06/03/2026
"Marten Transport, Ltd. (NASDAQGS:MRTN)",4994073,NASDAQGS,Industrials,"1,021.72",3,0.28,0.28,0.20,0.28,0.32,0.23,5.00,06/03/2026
"Martin Marietta Materials, Inc. (NYSE:MLM)",4095241,NYSE,Materials,"36,789.74",8,20.22,18.00,18.31,20.37,21.75,18.90,4.28,06/03/2026
"Marvell Technology, Inc. (NASDAQGS:MRVL)",4135600,NASDAQGS,Information Technology,"77,940.72",28,3.78,2.83,2.84,3.82,3.99,3.35,0.35,06/03/2026
Masco Corporation (NYSE:MAS),6331137,NYSE,Industrials,"12,961.63",24,4.19,3.93,3.93,4.20,4.31,4.05,0.76,06/03/2026
Masimo Corporation (NASDAQGS:MASI),4812814,NASDAQGS,Health Care,"9,157.69",8,5.91,5.56,5.48,5.87,6.21,5.72,NA,06/03/2026
"MasTec, Inc. (NYSE:MTZ)",4385530,NYSE,Industrials,"22,236.47",17,8.50,6.42,6.42,8.42,9.17,8.28,2.02,06/03/2026
Mastercard Incorporated (NYSE:MA),4073702,NYSE,Financials,"465,829.24",35,19.58,19.50,16.46,19.59,20.11,19.15,3.28,06/03/2026
Matador Resources Company (NYSE:MTDR),4629640,NYSE,Energy,"6,997.76",20,4.46,5.67,5.85,4.59,5.91,3.02,2.67,06/03/2026
"Match Group, Inc. (NASDAQGS:MTCH)",4089955,NASDAQGS,Communication Services,"7,088.68",18,2.66,2.66,2.23,2.66,2.82,2.49,7.21,06/03/2026
Materion Corporation (NYSE:MTRN),4133210,NYSE,Materials,"2,989.95",5,6.31,5.42,5.51,6.28,6.40,6.25,0.37,06/03/2026
"Mattel, Inc. (NASDAQGS:MAT)",4097451,NASDAQGS,Consumer Discretionary,"4,804.98",10,1.24,1.58,1.57,1.24,1.28,1.18,-10.76,06/03/2026
"MaxLinear, Inc. (NASDAQGS:MXL)",4421052,NASDAQGS,Information Technology,"1,359.01",11,0.86,0.86,0.29,0.88,0.95,0.76,6.90,06/03/2026
"Maze Therapeutics, Inc. (NASDAQGM:MAZE)",14094450,NASDAQGM,Health Care,"2,157.19",7,-3.07,-3.07,-3.15,-3.13,-2.60,-3.31,106.22,06/03/2026
"MBX Biosciences, Inc. (NASDAQGS:MBX)",15006586,NASDAQGS,Health Care,"1,440.53",9,-2.53,-2.53,-2.59,-2.60,-2.20,-2.82,6.28,06/03/2026
"McCormick & Company, Incorporated (NYSE:MKC)",4219024,NYSE,Consumer Staples,"17,404.66",12,3.10,3.10,3.02,3.09,3.16,3.06,-0.66,06/03/2026
McDonald's Corporation (NYSE:MCD),4095638,NYSE,Consumer Discretionary,"233,053.38",36,13.20,12.14,12.13,13.24,13.67,12.23,0.49,06/03/2026
McEwen Inc. (NYSE:MUX),4352147,NYSE,Materials,"1,323.63",3,0.15,0.15,0.13,0.13,0.19,0.12,0.00,06/03/2026
McGrath RentCorp (NASDAQGS:MGRC),4089541,NASDAQGS,Industrials,"2,653.38",5,6.48,6.07,6.07,6.53,6.63,6.29,5.30,06/03/2026
"McGraw Hill, Inc. (NYSE:MH)",4272403,NYSE,Consumer Discretionary,"2,710.31",13,1.82,1.58,1.65,1.82,1.94,1.66,NA,06/03/2026
McKesson Corporation (NYSE:MCK),4069640,NYSE,Health Care,"112,597.82",15,39.03,39.02,38.67,39.02,39.10,38.94,0.82,06/03/2026
"MDU Resources Group, Inc. (NYSE:MDU)",4010692,NYSE,Utilities,"4,285.91",4,0.97,1.00,0.94,0.98,0.99,0.93,1.09,06/03/2026
"Medical Properties Trust, Inc. (NYSE:MPT)",4095909,NYSE,Real Estate,"3,269.42",4,0.09,-0.48,-0.47,0.10,0.11,0.05,4.17,06/03/2026
Medline Inc. (NASDAQGS:MDLN),141890104,NASDAQGS,Health Care,"35,574.51",22,1.47,NA,NA,1.46,1.57,1.40,46.72,06/03/2026
"Medpace Holdings, Inc. (NASDAQGS:MEDP)",4972894,NASDAQGS,Health Care,"13,355.95",13,17.10,14.80,14.80,17.08,17.33,16.90,3.24,06/03/2026
Medtronic plc (NYSE:MDT),4806212,NYSE,Health Care,"116,705.14",31,5.65,5.65,5.64,5.64,5.82,5.63,0.55,06/03/2026
Melco Resorts & Entertainment Limited (NASDAQGS:MLCO),4620262,NASDAQGS,Consumer Discretionary,"2,180.02",8,0.54,0.43,0.44,0.56,0.65,0.37,6.98,06/03/2026
"MercadoLibre, Inc. (NASDAQGS:MELI)",4160258,NASDAQGS,Consumer Discretionary,"90,639.46",18,56.94,40.08,40.50,54.49,71.03,50.00,-1.87,06/03/2026
"Merck & Co., Inc. (NYSE:MRK)",4004265,NYSE,Health Care,"286,278.27",24,5.12,5.15,8.97,5.13,5.23,5.00,0.45,06/03/2026
"Mercury Systems, Inc. (NASDAQGS:MRCY)",4987812,NASDAQGS,Industrials,"5,186.46",9,0.97,0.97,1.02,0.97,1.03,0.89,56.10,06/03/2026
"Merit Medical Systems, Inc. (NASDAQGS:MMSI)",4069721,NASDAQGS,Health Care,"4,318.32",10,4.06,3.74,3.73,4.07,4.08,4.01,2.41,06/03/2026
Meritage Homes Corporation (NYSE:MTH),4019729,NYSE,Consumer Discretionary,"4,521.74",8,5.89,5.85,6.73,5.90,6.25,5.50,-5.08,06/03/2026
"Meta Platforms, Inc. (NASDAQGS:META)",4144156,NASDAQGS,Communication Services,"1,631,209.14",21,30.24,30.31,27.34,29.62,36.52,28.10,2.63,06/03/2026
"MetLife, Inc. (NYSE:MET)",4051708,NYSE,Financials,"46,837.03",16,9.80,9.81,8.71,9.79,10.15,9.61,1.61,06/03/2026
Metropolitan Bank Holding Corp. (NYSE:MCB),4050644,NYSE,Financials,969.47,3,9.49,10.46,6.25,9.42,9.70,9.35,5.12,06/03/2026
Mettler-Toledo International Inc. (NYSE:MTD),4811730,NYSE,Health Care,"24,586.44",14,46.49,46.42,42.19,46.50,46.70,46.32,1.28,06/03/2026
"MFA Financial, Inc. (NYSE:MFA)",4053645,NYSE,Financials,"1,031.15",5,1.35,1.01,1.00,1.36,1.39,1.30,-0.99,06/03/2026
MGIC Investment Corporation (NYSE:MTG),103406,NYSE,Financials,"5,700.56",5,3.05,3.05,3.14,3.05,3.16,2.91,0.00,06/03/2026
MGM Resorts International (NYSE:MGM),4094582,NYSE,Consumer Discretionary,"9,099.82",13,2.06,2.15,2.22,2.06,2.99,1.19,42.67,06/03/2026
"Miami International Holdings, Inc. (NYSE:MIAX)",4225583,NYSE,Financials,"3,798.60",5,1.42,1.68,1.56,1.40,1.61,1.30,5.81,06/03/2026
Microchip Technology Incorporated (NASDAQGS:MCHP),4133448,NASDAQGS,Information Technology,"35,014.17",24,1.57,1.57,1.45,1.57,1.64,1.55,0.77,06/03/2026
"Micron Technology, Inc. (NASDAQGS:MU)",4133530,NASDAQGS,Information Technology,"416,776.08",32,34.62,33.38,17.05,32.93,45.70,28.42,2.47,06/03/2026
Microsoft Corporation (NASDAQGS:MSFT),4004214,NASDAQGS,Information Technology,"3,036,785.27",28,16.73,16.72,16.36,16.63,17.79,15.70,1.64,06/03/2026
"Mid-America Apartment Communities, Inc. (NYSE:MAA)",103123,NYSE,Real Estate,"15,523.29",7,3.33,3.43,4.29,3.37,3.44,3.16,-11.89,06/03/2026
"MillerKnoll, Inc. (NASDAQGS:MLKN)",4217540,NASDAQGS,Industrials,"1,345.21",4,1.94,1.90,1.87,1.93,2.06,1.85,8.94,06/03/2026
Millicom International Cellular S.A. (NASDAQGS:TIGO),4221373,NASDAQGS,Communication Services,"11,576.27",3,3.65,2.96,2.95,3.66,4.05,3.26,31.42,06/03/2026
"Millrose Properties, Inc. (NYSE:MRP)",124598520,NYSE,Real Estate,"4,941.92",3,3.14,NA,NA,3.15,3.15,3.13,0.00,06/03/2026
Minerals Technologies Inc. (NYSE:MTX),4985914,NYSE,Materials,"2,091.74",4,6.21,6.21,5.51,6.21,6.41,6.00,0.18,06/03/2026
"Mineralys Therapeutics, Inc. (NASDAQGS:MLYS)",28655444,NASDAQGS,Health Care,"2,104.33",8,-2.39,-2.39,-2.41,-2.42,-2.13,-2.57,1.35,06/03/2026
MINISO Group Holding Limited (NYSE:MNSO),25812711,NYSE,Consumer Discretionary,"5,140.37",12,1.29,1.29,1.29,1.29,1.34,1.23,-1.03,06/03/2026
"Mirion Technologies, Inc. (NYSE:MIR)",4570533,NYSE,Information Technology,"5,025.48",7,0.55,0.50,0.50,0.54,0.57,0.53,-8.00,06/03/2026
"Mirum Pharmaceuticals, Inc. (NASDAQGM:MIRM)",13373011,NASDAQGM,Health Care,"5,207.48",10,-1.85,-0.27,-0.39,-1.87,-0.41,-2.82,-74.07,06/03/2026
"Mission Produce, Inc. (NASDAQGS:AVO)",4226797,NASDAQGS,Consumer Staples,976.96,3,0.73,0.73,0.71,0.71,0.82,0.66,11.27,06/03/2026
"Mister Car Wash, Inc. (NASDAQGS:MCW)",7310690,NASDAQGS,Consumer Discretionary,"2,296.07",11,0.48,0.43,0.43,0.47,0.49,0.46,4.65,06/03/2026
MKS Inc. (NASDAQGS:MKSI),4074558,NASDAQGS,Information Technology,"14,122.15",12,9.84,7.88,7.71,9.75,10.44,9.20,0.00,06/03/2026
Mobileye Global Inc. (NASDAQGS:MBLY),107571976,NASDAQGS,Consumer Discretionary,"6,739.47",23,0.26,0.26,0.35,0.26,0.38,0.18,-2.78,06/03/2026
"Moderna, Inc. (NASDAQGS:MRNA)",4430411,NASDAQGS,Health Care,"20,742.22",21,-6.91,-7.91,-8.21,-6.70,-5.04,-9.05,8.22,06/03/2026
Modine Manufacturing Company (NYSE:MOD),4001036,NYSE,Industrials,"9,876.03",8,4.88,4.80,4.68,4.88,5.15,4.53,4.38,06/03/2026
Moelis & Company (NYSE:MC),4363272,NYSE,Financials,"4,123.53",11,3.48,3.48,2.66,3.54,3.85,3.25,11.15,06/03/2026
"Mohawk Industries, Inc. (NYSE:MHK)",4077651,NYSE,Consumer Discretionary,"6,599.00",17,9.63,8.94,8.94,9.60,10.35,9.05,0.22,06/03/2026
"Molina Healthcare, Inc. (NYSE:MOH)",4080702,NYSE,Health Care,"7,440.21",18,6.96,11.45,14.18,5.04,14.00,5.00,-20.82,06/03/2026
Molson Coors Beverage Company (NYSE:TAP),4209632,NYSE,Consumer Staples,"8,781.01",21,4.74,5.38,5.39,4.71,5.15,4.62,0.93,06/03/2026
"Monarch Casino & Resort, Inc. (NASDAQGS:MCRI)",4107863,NASDAQGS,Consumer Discretionary,"1,762.50",6,5.88,5.88,5.53,5.89,6.15,5.46,-2.16,06/03/2026
monday.com Ltd. (NASDAQGS:MNDY),5244284,NASDAQGS,Information Technology,"4,057.10",24,4.05,4.28,4.27,4.01,5.34,3.71,2.80,06/03/2026
"Mondelez International, Inc. (NASDAQGS:MDLZ)",4060931,NASDAQGS,Consumer Staples,"74,859.79",23,3.04,3.07,2.90,3.05,3.22,2.92,1.04,06/03/2026
"MongoDB, Inc. (NASDAQGM:MDB)",4616848,NASDAQGM,Information Technology,"21,770.88",37,5.84,4.80,4.80,5.84,6.59,5.47,3.54,06/03/2026
"Monolithic Power Systems, Inc. (NASDAQGS:MPWR)",4967353,NASDAQGS,Information Technology,"50,255.57",15,21.52,21.52,17.70,21.41,22.19,20.91,0.40,06/03/2026
Monster Beverage Corporation (NASDAQGS:MNST),4915639,NASDAQGS,Consumer Staples,"73,967.05",22,2.26,2.00,1.99,2.25,2.47,2.16,-0.50,06/03/2026
"Monte Rosa Therapeutics, Inc. (NASDAQGS:GLUE)",25868754,NASDAQGS,Health Care,"1,409.72",7,-0.22,-0.21,-0.20,-0.32,0.04,-0.45,19.01,06/03/2026
Moody's Corporation (NYSE:MCO),108462,NYSE,Financials,"84,012.49",23,16.66,14.74,14.68,16.76,17.05,15.95,1.43,06/03/2026
Moog Inc. (NYSE:MOG.A),4016692,NYSE,Industrials,"10,138.31",3,10.26,10.26,9.71,10.28,10.35,10.15,4.95,06/03/2026
Morgan Stanley (NYSE:MS),103042,NYSE,Financials,"254,486.36",19,11.34,11.34,9.89,11.30,12.28,10.83,3.13,06/03/2026
Morgan Stanley Direct Lending Fund (NYSE:MSDL),19082995,NYSE,Financials,"1,303.00",7,1.84,2.02,2.02,1.83,1.90,1.80,-0.50,06/03/2026
"Motorola Solutions, Inc. (NYSE:MSI)",4280272,NYSE,Information Technology,"76,329.00",12,16.78,15.16,15.16,16.78,16.85,16.73,1.45,06/03/2026
MP Materials Corp. (NYSE:MP),22103633,NYSE,Materials,"10,345.58",9,0.31,-0.29,-0.28,0.30,0.65,0.08,25.00,06/03/2026
MPLX LP (NYSE:MPLX),4334372,NYSE,Energy,"59,541.73",4,4.56,4.61,4.63,4.55,4.74,4.39,-6.07,06/03/2026
MSA Safety Incorporated (NYSE:MSA),4989397,NYSE,Industrials,"7,112.45",7,8.73,7.79,7.80,8.73,8.91,8.61,1.80,06/03/2026
"MSC Industrial Direct Co., Inc. (NYSE:MSM)",4565245,NYSE,Industrials,"5,100.98",11,4.29,4.29,4.24,4.30,4.40,4.15,2.17,06/03/2026
MSCI Inc. (NYSE:MSCI),4167462,NYSE,Financials,"41,824.36",17,19.45,19.46,17.16,19.53,20.55,18.68,0.47,06/03/2026
"Mueller Water Products, Inc. (NYSE:MWA)",4248696,NYSE,Industrials,"4,367.84",5,1.44,1.44,1.39,1.45,1.45,1.42,3.97,06/03/2026
Murphy Oil Corporation (NYSE:MUR),4000820,NYSE,Energy,"4,934.79",10,0.96,1.21,1.29,1.14,2.19,-0.14,17.09,06/03/2026
Murphy USA Inc. (NYSE:MUSA),4912162,NYSE,Consumer Discretionary,"8,126.45",6,24.84,24.74,23.50,25.46,26.02,22.35,4.78,06/03/2026
MYR Group Inc. (NASDAQGS:MYRG),4120398,NASDAQGS,Industrials,"4,054.41",7,9.22,7.06,7.03,9.27,9.93,8.54,6.66,06/03/2026
Nabors Industries Ltd. (NYSE:NBR),4010705,NYSE,Energy,"1,155.22",3,-4.74,-3.14,4.93,-4.74,-4.71,-4.76,-95.22,06/03/2026
"Napco Security Technologies, Inc. (NASDAQGS:NSSC)",4964127,NASDAQGS,Information Technology,"1,467.94",6,1.43,1.43,1.36,1.43,1.48,1.39,5.31,06/03/2026
"Nasdaq, Inc. (NASDAQGS:NDAQ)",4057757,NASDAQGS,Financials,"50,267.49",15,3.91,3.89,3.43,3.89,4.03,3.77,1.46,06/03/2026
"Natera, Inc. (NASDAQGS:NTRA)",4810724,NASDAQGS,Health Care,"28,081.21",17,-1.83,-2.39,-2.40,-1.76,-1.22,-2.36,36.40,06/03/2026
National Bank Holdings Corporation (NYSE:NBHC),4244066,NYSE,Financials,"1,806.85",4,3.41,3.41,3.27,3.37,3.65,3.25,-6.42,06/03/2026
National Fuel Gas Company (NYSE:NFG),4010821,NYSE,Utilities,"8,830.81",5,7.80,7.60,8.08,7.76,8.22,7.45,1.32,06/03/2026
"National Health Investors, Inc. (NYSE:NHI)",102983,NYSE,Real Estate,"4,094.96",5,3.35,3.02,3.02,3.29,3.61,3.14,0.00,06/03/2026
National Storage Affiliates Trust (NYSE:NSA),4579197,NYSE,Real Estate,"2,632.61",2,0.77,0.65,0.67,0.77,0.81,0.73,6.15,06/03/2026
"National Vision Holdings, Inc. (NASDAQGS:EYE)",4404432,NASDAQGS,Consumer Discretionary,"2,216.30",12,0.99,0.70,0.70,0.97,1.12,0.92,14.29,06/03/2026
"Navan, Inc. (NASDAQGS:NAVN)",8696411,NASDAQGS,Consumer Discretionary,"2,605.79",9,-1.35,-1.35,-0.47,-0.40,-0.11,-7.79,NA,06/03/2026
Navigator Holdings Ltd. (NYSE:NVGS),4318350,NYSE,Energy,"1,367.78",6,1.25,1.25,1.31,1.25,1.28,1.22,7.14,06/03/2026
Navitas Semiconductor Corporation (NASDAQGM:NVTS),5300709,NASDAQGM,Information Technology,"1,892.50",7,-0.18,-0.21,-0.21,-0.18,-0.17,-0.19,4.76,06/03/2026
NBT Bancorp Inc. (NASDAQGS:NBTB),100374,NASDAQGS,Financials,"2,173.27",7,4.19,4.21,3.70,4.20,4.27,4.05,3.24,06/03/2026
"nCino, Inc. (NASDAQGS:NCNO)",5254433,NASDAQGS,Information Technology,"1,929.00",17,0.90,0.90,0.90,0.91,0.93,0.88,-9.72,06/03/2026
NCR Voyix Corporation (NYSE:VYX),4019364,NYSE,Information Technology,"1,091.24",5,0.94,0.88,0.88,0.94,0.96,0.93,2.27,06/03/2026
Nebius Group N.V. (NASDAQGS:NBIS),4884349,NASDAQGS,Information Technology,"22,602.01",5,-2.50,-1.73,-1.73,-2.98,-1.18,-3.50,NA,06/03/2026
Neogen Corporation (NASDAQGS:NEOG),4812277,NASDAQGS,Health Care,"2,110.00",3,0.36,0.36,0.35,0.30,0.50,0.27,-8.33,06/03/2026
Neptune Insurance Holdings Inc. (NYSE:NP),9941402,NYSE,Financials,"2,804.52",11,0.51,NA,NA,0.51,0.55,0.48,7.89,06/03/2026
"NetApp, Inc. (NASDAQGS:NTAP)",4305562,NASDAQGS,Information Technology,"19,942.21",19,7.96,7.91,7.90,7.97,8.00,7.82,0.69,06/03/2026
"Netflix, Inc. (NASDAQGS:NFLX)",4104060,NASDAQGS,Communication Services,"418,078.50",37,3.13,3.13,2.53,3.14,3.28,2.88,-0.39,06/03/2026
"Netskope, Inc. (NASDAQGS:NTSK)",5267279,NASDAQGS,Information Technology,"4,439.89",14,-0.52,-0.52,-1.24,-0.52,-0.52,-0.53,NA,06/03/2026
NETSTREIT Corp. (NYSE:NTST),19574131,NYSE,Real Estate,"2,029.81",7,0.33,0.13,0.13,0.36,0.41,0.25,-38.46,06/03/2026
"Neurocrine Biosciences, Inc. (NASDAQGS:NBIX)",4112883,NASDAQGS,Health Care,"12,859.57",17,7.95,6.81,6.89,7.93,9.52,6.38,-6.17,06/03/2026
New Jersey Resources Corporation (NYSE:NJR),4057128,NYSE,Utilities,"5,499.09",6,3.28,3.22,3.12,3.33,3.41,3.08,3.13,06/03/2026
New Oriental Education & Technology Group Inc. (NYSE:EDU),4913427,NYSE,Consumer Discretionary,"8,382.21",16,3.57,3.57,3.44,3.62,3.80,3.10,12.41,06/03/2026
NewAmsterdam Pharma Company N.V. (NASDAQGM:NAMS),24795120,NASDAQGM,Health Care,"3,433.17",11,-1.91,-1.44,-1.45,-1.97,-1.45,-2.44,-14.17,06/03/2026
Newell Brands Inc. (NASDAQGS:NWL),4066321,NASDAQGS,Consumer Discretionary,"1,777.41",9,0.57,0.57,0.57,0.57,0.58,0.55,-1.72,06/03/2026
"Newmark Group, Inc. (NASDAQGS:NMRK)",7604708,NASDAQGS,Real Estate,"2,632.92",7,1.88,1.59,1.59,1.87,1.92,1.85,1.25,06/03/2026
Newmont Corporation (NYSE:NEM),4075105,NYSE,Materials,"126,320.57",12,9.16,6.41,6.24,9.13,10.39,7.68,6.66,06/03/2026
News Corporation (NASDAQGS:NWSA),4382367,NASDAQGS,Communication Services,"14,171.17",3,1.06,1.06,0.95,1.07,1.08,1.03,-1.11,06/03/2026
Nexa Resources S.A. (NYSE:NEXA),4666985,NYSE,Materials,"1,439.61",3,1.89,1.02,0.73,1.76,2.34,1.56,-18.27,06/03/2026
"Nexstar Media Group, Inc. (NASDAQGS:NXST)",4121714,NASDAQGS,Communication Services,"7,513.76",6,24.77,12.65,12.63,25.11,29.00,21.11,-76.28,06/03/2026
"NextEra Energy, Inc. (NYSE:NEE)",3010401,NYSE,Utilities,"189,642.17",23,4.02,4.02,3.68,4.02,4.07,3.96,0.27,06/03/2026
Nextpower Inc. (NASDAQGS:NXT),4646110,NASDAQGS,Industrials,"15,059.90",23,4.37,4.37,4.27,4.35,4.52,4.27,9.04,06/03/2026
"Nicolet Bankshares, Inc. (NYSE:NIC)",4076774,NYSE,Financials,"3,162.93",4,11.96,12.07,9.53,11.86,13.09,11.04,0.93,06/03/2026
"NIKE, Inc. (NYSE:NKE)",4004236,NYSE,Consumer Discretionary,"84,396.66",33,1.55,1.55,1.65,1.55,1.84,1.36,0.93,06/03/2026
NIO Inc. (NYSE:NIO),6318839,NYSE,Consumer Discretionary,"12,086.00",18,-1.02,-1.04,-1.04,-1.04,-0.69,-1.49,-10.74,06/03/2026
NiSource Inc. (NYSE:NI),4057051,NYSE,Utilities,"22,232.65",14,2.05,1.88,1.90,2.05,2.07,2.04,1.06,06/03/2026
"nLIGHT, Inc. (NASDAQGS:LASR)",5013711,NASDAQGS,Information Technology,"3,271.60",8,0.32,0.22,0.21,0.31,0.64,0.17,14.29,06/03/2026
"NMI Holdings, Inc. (NASDAQGM:NMIH)",4333424,NASDAQGM,Financials,"2,911.29",6,5.14,4.91,4.90,5.10,5.24,5.05,0.20,06/03/2026
"NNN REIT, Inc. (NYSE:NNN)",103064,NYSE,Real Estate,"8,570.07",5,2.09,2.07,2.08,2.06,2.23,2.04,0.00,06/03/2026
Noble Corporation plc (NYSE:NE),4977197,NYSE,Energy,"6,956.93",5,1.13,0.76,0.78,1.19,1.25,0.90,-11.84,06/03/2026
Nomad Foods Limited (NYSE:NOMD),4913192,NYSE,Consumer Staples,"1,457.80",6,1.74,1.88,1.88,1.74,1.82,1.71,0.00,06/03/2026
Nordson Corporation (NASDAQGS:NDSN),4298336,NASDAQGS,Industrials,"15,220.00",11,11.38,11.28,10.13,11.41,11.58,10.70,1.09,06/03/2026
Norfolk Southern Corporation (NYSE:NSC),4021829,NYSE,Industrials,"68,009.39",22,12.12,12.17,12.15,12.20,12.55,11.50,4.00,06/03/2026
"Northern Oil and Gas, Inc. (NYSE:NOG)",4162569,NYSE,Energy,"2,794.56",6,3.12,4.39,4.54,3.00,4.24,2.31,4.10,06/03/2026
Northern Trust Corporation (NASDAQGS:NTRS),100386,NASDAQGS,Financials,"25,753.88",13,10.10,10.04,8.65,10.05,10.38,9.80,0.81,06/03/2026
Northrop Grumman Corporation (NYSE:NOC),4069910,NYSE,Industrials,"107,311.20",20,27.74,27.94,26.05,27.90,28.68,23.93,1.04,06/03/2026
"Northwest Bancshares, Inc. (NASDAQGS:NWBI)",1137118,NASDAQGS,Financials,"1,794.59",8,1.31,1.31,1.25,1.31,1.35,1.28,0.80,06/03/2026
Northwest Natural Holding Company (NYSE:NWN),4057132,NYSE,Utilities,"2,165.48",3,3.05,2.92,2.92,3.05,3.05,3.05,0.34,06/03/2026
"NorthWestern Energy Group, Inc. (NASDAQGS:NWE)",4057053,NASDAQGS,Utilities,"4,283.23",6,3.81,3.59,3.58,3.80,3.86,3.76,-0.28,06/03/2026
Norwegian Cruise Line Holdings Ltd. (NYSE:NCLH),4232236,NYSE,Consumer Discretionary,"9,133.69",20,2.36,2.10,2.09,2.38,2.46,2.25,0.48,06/03/2026
NOV Inc. (NYSE:NOV),4135913,NYSE,Energy,"6,692.71",11,1.01,1.01,0.97,1.00,1.13,0.94,-73.68,06/03/2026
Nova Ltd. (NASDAQGS:NVMI),4963774,NASDAQGS,Information Technology,"13,073.29",7,10.26,8.68,8.68,10.25,10.60,9.84,-0.58,06/03/2026
Novanta Inc. (NASDAQGS:NOVT),4051430,NASDAQGS,Information Technology,"4,682.42",3,3.56,3.25,3.26,3.58,3.61,3.50,1.23,06/03/2026
"Novavax, Inc. (NASDAQGS:NVAX)",4167942,NASDAQGS,Health Care,"1,626.10",2,-0.21,2.02,2.04,-0.21,0.01,-0.42,61.88,06/03/2026
